"SiteNumber"	"Type"	"LocationID"	"EffectiveDate"	"Region"	"DistrictOffice"	"State"	"StateName"	"County"	"CountyState"	"City"	"FacilityName"	"Ownership"	"Use"	"Owner"	"OwnerAddress"	"OwnerCSZ"	"OwnerPhone"	"Manager"	"ManagerAddress"	"ManagerCSZ"	"ManagerPhone"	"ARPLatitude"	"ARPLatitudeS"	"ARPLongitude"	"ARPLongitudeS"	"ARPMethod"	"ARPElevation"	"ARPElevationMethod"	"MagneticVariation"	"MagneticVariationYear"	"TrafficPatternAltitude"	"ChartName"	"DistanceFromCBD"	"DirectionFromCBD"	"LandAreaCoveredByAirport"	"BoundaryARTCCID"	"BoundaryARTCCComputerID"	"BoundaryARTCCName"	"ResponsibleARTCCID"	"ResponsibleARTCCComputerID"	"ResponsibleARTCCName"	"TieInFSS"	"TieInFSSID"	"TieInFSSName"	"AirportToFSSPhoneNumber"	"TieInFSSTollFreeNumber"	"AlternateFSSID"	"AlternateFSSName"	"AlternateFSSTollFreeNumber"	"NOTAMFacilityID"	"NOTAMService"	"ActiviationDate"	"AirportStatusCode"	"CertificationTypeDate"	"FederalAgreements"	"AirspaceDetermination"	"CustomsAirportOfEntry"	"CustomsLandingRights"	"MilitaryJointUse"	"MilitaryLandingRights"	"InspectionMethod"	"InspectionGroup"	"LastInspectionDate"	"LastOwnerInformationDate"	"FuelTypes"	"AirframeRepair"	"PowerPlantRepair"	"BottledOxygenType"	"BulkOxygenType"	"LightingSchedule"	"BeaconSchedule"	"ATCT"	"UNICOMFrequencies"	"CTAFFrequency"	"SegmentedCircle"	"BeaconColor"	"NonCommercialLandingFee"	"MedicalUse"	"SingleEngineGA"	"MultiEngineGA"	"JetEngineGA"	"HelicoptersGA"	"GlidersOperational"	"MilitaryOperational"	"Ultralights"	"OperationsCommercial"	"OperationsCommuter"	"OperationsAirTaxi"	"OperationsGALocal"	"OperationsGAItin"	"OperationsMilitary"	"OperationsDate"	"AirportPositionSource"	"AirportPositionSourceDate"	"AirportElevationSource"	"AirportElevationSourceDate"	"ContractFuelAvailable"	"TransientStorage"	"OtherServices"	"WindIndicator"
12503.*A	AIRPORT	'SDY	08/22/2013	ANM	HLN	MT	MONTANA	RICHLAND	MT	SIDNEY	SIDNEY-RICHLAND MUNI	PU	PU	SIDNEY RICHLAND APT AUTHORITY	PO BOX 1050, 540 AIRPORT ROAD	SIDNEY, MT 59270	    406-480-1820	WILLIAM HENDERSON	PO BOX 1050, 540 AIRPORT ROAD	SIDNEY, MT 59270	    406-433-2415	47-42-24.7000N	171744.7000N	104-11-33.2000W	375093.2000W	E	1985	S	09E	2010		BILLINGS	1	W	  335	ZLC	ZCU	SALT LAKE CITY				N	GTF	GREAT FALLS		1-800-WX-BRIEF				SDY	Y	01/01/1951	O	III A S 07/2005	NGY	NO OBJECTION	N	N	N	Y	S	F	07162012		100LLA	MAJOR	MAJOR	HIGH	NONE	SEE RMK	SS-SR	N	122.800	122.800	Y	CG	N		27	5	0	0				1800		1000	3000	1000	15	12/31/2011	3RD PARTY SURVEY	2006-07-15 00:00:00.0	3RD PARTY SURVEY	2006-07-15 00:00:00.0		HGR,TIE	AFRT,AGRI,CARGO,CHTR,INSTR,RNTL,SALES	Y-L
12549.1*A	AIRPORT	'WYS	08/22/2013	ANM	HLN	MT	MONTANA	GALLATIN	MT	WEST YELLOWSTONE	YELLOWSTONE	PU	PU	STATE OF MONTANA	PO BOX 200507	HELENA, MT 59620	    406-444-2506	TIM CONWAY	2630 AIRPORT ROAD, PO BOX 200507	HELENA, MT 59629-0507	    406-444-9547	44-41-18.2000N	160878.2000N	111-07-03.5000W	400023.5000W	E	6649	S	14E	2005		GREAT FALLS	1	N	  735	ZLC	ZCU	SALT LAKE CITY				N	GTF	GREAT FALLS		1-800-WX-BRIEF				WYS	Y	11/01/1979	O	II A S 05/1973	NGSY	NO OBJECTION	N	N	N	Y	F	F	06282010		100LLA1+	NONE	NONE	NONE	NONE	SEE RMK	SS-SR	N	123.000	123.000	Y	CG	Y		0	0	0	0				0		530	2500	8000	75	12/31/2010	NGS	2007-10-31 00:00:00.0	NGS	2007-10-31 00:00:00.0		TIE		Y-L
12573.*A	AIRPORT	'OLF	08/22/2013	ANM	HLN	MT	MONTANA	ROOSEVELT	MT	WOLF POINT	L M CLAYTON	PU	PU	CITY OF WOLF POINT-ROOSEVELT COUNTY	201 4TH AVE SOUTH	WOLF POINT, MT 59201	    406-653-1852	RICHARD ISLE	201 4TH AVE SOUTH	WOLF POINT, MT 59201	    406-653-1852	48-05-40.2000N	173140.2000N	105-34-30.2000W	380070.2000W	E	1989	S	09E	2015	800	BILLINGS	3	NE	  290	ZLC	ZCU	SALT LAKE CITY				N	GTF	GREAT FALLS		1-800-WX-BRIEF				OLF	Y	04/01/1940	O	III A S 12/2005	NGY	NO OBJECTION	N	N	N	Y	S	F	06122012		100LLA	NONE	NONE	NONE	NONE	SEE RMK	SS-SR	N	122.800	122.800	Y	CG	N		8	0	0	0						2805	2100	930	4	12/31/2012	3RD PARTY SURVEY	2011-07-21 00:00:00.0	3RD PARTY SURVEY	2011-07-21 00:00:00.0		HGR,TIE	AFRT,AGRI,AMB,CHTR,INSTR	Y-L
16517.5*A	AIRPORT	'AVL	08/22/2013	ASO	ATL	NC	NORTH CAROLINA	BUNCOMBE	NC	ASHEVILLE	ASHEVILLE RGNL	PU	PU	CITY OF ASHEVILLE	61 TERMINAL DR SUITE 1	FLETCHER, NC 28732-9442	    828-684-2226	MR. LEW S. BLEIWEIS, A.A.E.	61 TERMINAL DRIVE; SUITE 1	FLETCHER, NC 28732-9442	    828-684-2226	35-26-10.3000N	127570.3000N	082-32-30.5000W	297150.5000W	E	2164	S	04W	1985		ATLANTA	9	S	  900	ZTL	ZCT	ATLANTA				N	RDU	RALEIGH		1-800-WX-BRIEF				AVL	Y	01/01/1961	O	I B S 05/1973	NGY	NO OBJECTION	N	N	N	Y	F	F	05162013		100LLA	MINOR	MINOR	HIGH	NONE	SEE RMK	SS-SR	Y	122.950	121.100	Y	CG	N		108	35	19	4				4350		14464	14072	27531	3466	03/31/2013	FAA	2012-08-28 00:00:00.0	3RD PARTY SURVEY	2012-03-13 00:00:00.0		HGR,TIE	AFRT,CARGO,CHTR,INSTR,RNTL	Y-L
16608.*A	AIRPORT	'CLT	08/22/2013	ASO	ATL	NC	NORTH CAROLINA	MECKLENBURG	NC	CHARLOTTE	CHARLOTTE/DOUGLAS INTL	PU	PU	CITY OF CHARLOTTE	600 EAST FOURTH ST	CHARLOTTE, NC 28202	    704-336-2241	JERRY ORR	PO BOX 19066	CHARLOTTE, NC 28219	    704-359-4000	35-12-49.4664N	126769.4664N	080-56-56.6485W	291416.6485W	E	748	S	07W	2000		CHARLOTTE	4	W	 5000	ZTL	ZCT	ATLANTA				N	RDU	RALEIGH		1-800-WX-BRIEF				CLT	Y	09/01/1937	O	I D S 05/1973	NGRY3	NOT ANALYZED	N	Y	Y	Y	F	F	08232012		100LLA	MAJOR	MAJOR	NONE	HIGH/LOW	SS-SR	SS-SR	Y	122.950		N	CG	N		12	10	52	2		10		329680		184122		24191	1909	06/30/2012	FAA	2009-10-21 00:00:00.0	NGS	2006-02-18 00:00:00.0		TIE	AFRT,AMB,AVNCS,CARGO,CHTR,RNTL,SALES,SURV	Y-L
16644.2*A	AIRPORT	'JQF	08/22/2013	ASO	ATL	NC	NORTH CAROLINA	CABARRUS	NC	CONCORD	CONCORD RGNL	PU	PU	CITY OF CONCORD	9000 AVIATION BLVD	CONCORD, NC 28027	    704-920-5900	RICHARD CLOUTIER	9000 AVIATION BLVD	CONCORD, NC 28027	    704-920-5912	35-23-15.9900N	127395.9900N	080-42-32.8900W	290552.8900W	E	705	S	06W	1995		CHARLOTTE	7	W	  750	ZTL	ZCT	ATLANTA				N	RDU	RALEIGH		1-800-WX-BRIEF				JQF	Y	11/01/1993	O	IV A U 10/2006	NGHY	NO OBJECTION					S	F	08212012		100LLA    A1+	MAJOR	MAJOR	HIGH		SEE RMK	SS-SR	Y	122.950	134.650	Y	CG			111	34	27	8				208		3841	21378	35011	174	07/31/2012	ADO	2005-03-14 00:00:00.0	ADO	2005-03-14 00:00:00.0		HGR,TIE	AVNCS,CHTR,INSTR,RNTL,SALES	Y-L
16723.*A	AIRPORT	'FAY	08/22/2013	ASO	ATL	NC	NORTH CAROLINA	CUMBERLAND	NC	FAYETTEVILLE	FAYETTEVILLE RGNL/GRANNIS FIELD	PU	PU	CITY OF FAYETTEVILLE	400 AIRPORT RD SUITE 1	FAYETTEVILLE, NC 28306	    910-433-1619	BRADLEY S. WHITED	400 AIRPORT RD SUITE 1	FAYETTEVILLE, NC 28306	    910-433-1160	34-59-28.4000N	125968.4000N	078-52-49.0000W	283969.0000W	E	189	S	07W	1985		CHARLOTTE	3	S	 1308	ZDC	ZCW	WASHINGTON				N	RDU	RALEIGH		1-800-WX-BRIEF				FAY	Y	05/01/1949	O	I B S 05/1973	NGY	NO OBJECTION	N	N	N	Y	F	F	07242012		100LLA	MAJOR	MAJOR	NONE	NONE	SS-SR	SS-SR	Y	122.950		N	CG	N		35	7	5	1				10063		13555	1848	15335	9625	12/31/2011	NGS	2006-12-01 00:00:00.0	NGS	2006-12-01 00:00:00.0		HGR,TIE	AFRT,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES	Y-L
16758.*A	AIRPORT	'GSO	08/22/2013	ASO	ATL	NC	NORTH CAROLINA	GUILFORD	NC	GREENSBORO	PIEDMONT TRIAD INTL	PU	PU	PIEDMONT TRIAD ARPT AUTH.	1000A TED JOHNSON PKWY	GREENSBORO, NC 27409	    336-665-5600	KEVIN BAKER	1000A TED JOHNSON PKWY	GREENSBORO, NC 27409	    336-665-5600	36-06-04.7731N	129964.7731N	079-56-28.0444W	287788.0444W	E	926	S	08W	2010		CINCINNATI	7	W	 2800	ZTL	ZCT	ATLANTA				N	RDU	RALEIGH		1-800-WX-BRIEF				GSO	Y	12/01/1941	O	I C S 05/1973	NGRY3	NOT ANALYZED	N	Y	N	Y	F	F	05012013		100LLA	MAJOR	MAJOR	NONE	HIGH/LOW		SS-SR	Y	122.950		Y	CG	N		67	11	8	0				18810		32878	10428	28984	2599	03/30/2012	FAA	2009-09-16 00:00:00.0	3RD PARTY SURVEY	2008-12-14 00:00:00.0		HGR,TIE	AFRT,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES	Y-L
16761.*A	AIRPORT	'PGV	08/22/2013	ASO	ATL	NC	NORTH CAROLINA	PITT	NC	GREENVILLE	PITT-GREENVILLE	PU	PU	PITT CO & GREENVILLE CITY	PO BOX 671	GREENVILLE, NC 27835	    252-758-4707	JERRY VICKERS	PO BOX 671	GREENVILLE, NC 27835	    252-758-4707	35-38-06.9000N	128286.9000N	077-23-07.1000W	278587.1000W	E	26	S	09W	2000		CHARLOTTE	2	N	  872	ZDC	ZCW	WASHINGTON				N	RDU	RALEIGH		1-800-WX-BRIEF				PGV	Y	06/01/1941	O	I B S 07/1979	NGRY3	NO OBJECTION	N	N	N	Y	F	F	06272013		100LLA	MAJOR	MAJOR	NONE	NONE	SEE RMK	SS-SR	N	122.800	122.800	Y	CG	N		48	3	6	1				2720		12500	16500	16000	500	05/30/2013	NGS	2006-11-22 00:00:00.0	NGS	2006-11-22 00:00:00.0		HGR,TIE	AFRT,AMB,CARGO,CHTR,INSTR,RNTL	Y-L
16793.*A	AIRPORT	'HKY	08/22/2013	ASO	ATL	NC	NORTH CAROLINA	CATAWBA	NC	HICKORY	HICKORY RGNL	PU	PU	CITY OF HICKORY	PO BOX 398	HICKORY, NC 28603	    828-323-7408	TERRY CLARK	3101 9TH AVE DR NW	HICKORY, NC 28601	    828-323-7408	35-44-28.1270N	128668.1270N	081-23-22.3760W	293002.3760W	E	1190	S	06W	2000		CHARLOTTE	3	W	  739	ZTL	ZCT	ATLANTA				N	RDU	RALEIGH		1-800-WX-BRIEF				HKY	Y	06/01/1940	O	I A S 05/1973	NGY	NOT ANALYZED	N	N	N	Y	F	F	08022012		100LLA	MAJOR	MAJOR	NONE	HIGH/LOW	SEE RMK	SS-SR	Y		128.150	Y	CG	N		49	12	6	0				0			12280	27766	458	07/31/2012	FAA	2009-06-09 00:00:00.0	3RD PARTY SURVEY	2008-04-09 00:00:00.0		HGR,TIE	AFRT,CHTR,INSTR,RNTL,SALES	Y-L
16815.1*A	AIRPORT	'OAJ	08/22/2013	ASO	ATL	NC	NORTH CAROLINA	ONSLOW	NC	JACKSONVILLE	ALBERT J ELLIS	PU	PU	ONSLOW COUNTY	4024 RICHLANDS HIGHWAY	JACKSONVILLE, NC 28540	    910-347-4717	CHRISTOPHER WHITE	264 ELLIS AIRPORT RD	RICHLANDS, NC 28574	    910-324-1100	34-49-45.0000N	125385.0000N	077-36-43.7000W	279403.7000W	E	93	S	08W	1990		CHARLOTTE	10	NW	  675	ZDC	ZCW	WASHINGTON				N	RDU	RALEIGH		1-800-WX-BRIEF				OAJ	Y	02/01/1971	O	I A S 05/1973	NGY	NO OBJECTION	N	N	N	Y	F	F	06262012		100LLA	MAJOR	MAJOR	NONE	NONE	SEE RMK	SS-SR	N	123.000	123.000	Y	CG	N		18	3						8864		2280	11100	9360	7200	05/31/2012	3RD PARTY SURVEY	2009-05-19 00:00:00.0	3RD PARTY SURVEY	2009-05-19 00:00:00.0		HGR,TIE	INSTR,RNTL,SALES	Y-L
16836.*A	AIRPORT	'ISO	08/22/2013	ASO	ATL	NC	NORTH CAROLINA	LENOIR	NC	KINSTON	KINSTON RGNL JETPORT AT STALLINGS FLD	PU	PU	NORTH CAROLINA	2780 JETPORT ROAD	KINSTON, NC 23504	    252-522-4929	DON K. HOWARD	2780 JETPORT ROAD SUITE I	KINSTON, NC 28504	    252-522-2922	35-19-53.2000N	127193.2000N	077-36-31.8000W	279391.8000W	E	93	S	09W	2000		CHARLOTTE	3	NW	 1255	ZDC	ZCW	WASHINGTON				N	RDU	RALEIGH		1-800-WX-BRIEF				ISO	Y	08/01/1944	O	I B S 05/1973	NGPRY3	NO OBJECTION	N	N	N	Y	F	F	06252013		100LLA	MAJOR	MAJOR	NONE	NONE	SEE RMK	SS-SR	Y	122.950	120.600	Y	CG	N		23	3	7	4				185		491	2840	6454	8751	05/30/2013	3RD PARTY SURVEY	2006-02-23 00:00:00.0	3RD PARTY SURVEY	2006-02-23 00:00:00.0		HGR,TIE	AFRT,AMB,CARGO,CHTR,INSTR,RNTL,SALES	Y-L
16971.*A	AIRPORT	'EWN	08/22/2013	ASO	ATL	NC	NORTH CAROLINA	CRAVEN	NC	NEW BERN	COASTAL CAROLINA REGIONAL	PU	PU	CRAVEN COUNTY	PO BOX 3258	NEW BERN, NC 28560	    252-638-8591	TOM BRAATEN	200 TERMINAL DRIVE	NEW BERN, NC 28562-6455	    252-638-8591	35-04-22.2691N	126262.2691N	077-02-34.8723W	277354.8723W	E	18	S	08W	1985		CHARLOTTE	3	SE	  785	ZDC	ZCW	WASHINGTON				N	RDU	RALEIGH		1-800-WX-BRIEF				EWN	Y	07/01/1941	O	I A S 05/1973	NGY3	NOT ANALYZED	N	N	N	Y	F	F	06122012		100LLA	MAJOR	MAJOR	NONE	NONE	SEE RMK	SS-SR	Y		124.250	N	CG	N		72	3	2	2				371		7478	13792	9381	505	12/31/2011	FAA	2013-04-09 00:00:00.0	3RD PARTY SURVEY	2011-01-05 00:00:00.0		HGR,TIE	AFRT,CARGO,CHTR,INSTR,RNTL	Y-L
17016.*A	AIRPORT	'SOP	08/22/2013	ASO	ATL	NC	NORTH CAROLINA	MOORE	NC	PINEHURST/SOUTHERN PINES	MOORE COUNTY	PU	PU	COUNTY OF MOORE	P O BOX 905	CARTHAGE, NC 28327	    910-692-3212	STEVE BORDEN	P.O. DRAWER 5809	PINEHURST, NC 28374	    910-692-3212	35-14-16.7720N	126856.7720N	079-23-17.9028W	285797.9028W	E	454	S	08W	2000		CHARLOTTE	3	N	  500	ZDC	ZCW	WASHINGTON				N	RDU	RALEIGH		1-800-WX-BRIEF				SOP	Y	09/01/1937	O	IV A S 10/1975	NGRY	NO OBJECTION	N	N	N	Y	F	F	07262012		100LLA	MAJOR	MAJOR	HIGH	NONE	SEE RMK	SS-SR	N	123.050	123.050	N	CG	N		56	7	2	2				0		875	2400	5600	125	06/30/2012	FAA	2013-02-05 00:00:00.0	3RD PARTY SURVEY	2012-12-21 00:00:00.0		HGR,TIE	AFRT,CHTR,INSTR,RNTL	Y-L
17035.*A	AIRPORT	'RDU	08/22/2013	ASO	ATL	NC	NORTH CAROLINA	WAKE	NC	RALEIGH/DURHAM	RALEIGH-DURHAM INTL	PU	PU	RALEIGH-DURHAM ARPT AUTH	P.O. BOX 80001	RDU AIRPORT, NC 27623	    919-840-7700	MICHAEL LANDGUTH	P.O. BOX 80001	RDU AIRPORT, NC 27623	    919-840-7702	35-52-39.5000N	129159.5000N	078-47-14.9000W	283634.9000W	E	435	S	07W	1985		CHARLOTTE	9	NW	 5000	ZDC	ZCW	WASHINGTON				Y	RDU	RALEIGH		1-800-WX-BRIEF				RDU	Y	04/01/1943	O	I C S 05/1973	NGRY3	NO OBJECTION	N	Y	N	Y	F	F	08252011		100LLA	MAJOR	MAJOR	NONE	HIGH/LOW	SS-SR	SS-SR	Y	122.950		N	CG	N		97	35	20	4		31		44122		38260	18	23313	2379	07/31/2011	NGS					HGR,TIE	AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES,SURV	Y-L
17066.*A	AIRPORT	'RWI	08/22/2013	ASO	ATL	NC	NORTH CAROLINA	NASH	NC	ROCKY MOUNT	ROCKY MOUNT-WILSON RGNL	PU	PU	ROCKY MOUNT-WILSON ARPT AUTH	7265 AIR TERMINAL DR	ELM CITY, NC 27822	    252-446-7057	HANS HESS	7265 AIR TERMINAL DR	ELM CITY, NC 27822	    252-446-7057	35-51-22.5100N	129082.5100N	077-53-30.9600W	280410.9600W	E	157	S	09W	2005		CHARLOTTE	7	SW	  364	ZDC	ZCW	WASHINGTON				N	RDU	RALEIGH		1-800-WX-BRIEF				RWI	Y		O	IV A S 05/1973	NGY	NO OBJECTION	N	N	N	Y	F	F	08222011		100LLA	MAJOR	MAJOR	NONE	HIGH	SEE RMK	SS-SR	N	123.050	123.050	Y	CG	N		8	2	1	1				124		1276	8521	19302	621	07/31/2011	FAA	2012-03-20 00:00:00.0	3RD PARTY SURVEY	2011-09-27 00:00:00.0		HGR,TIE	AVNCS,CARGO,CHTR,INSTR,RNTL,SALES,SURV	Y-L
17211.*A	AIRPORT	'ILM	08/22/2013	ASO	ATL	NC	NORTH CAROLINA	NEW HANOVER	NC	WILMINGTON	WILMINGTON INTL	PU	PU	NEW HANOVER COUNTY	1740 AIRPORT BLVD	WILMINGTON, NC 28405	    910-341-4333	JON ROSBOROUGH	1740 AIRPORT BLVD	WILMINGTON, NC 28405	    910-341-4333	34-16-14.2000N	123374.2000N	077-54-09.2000W	280449.2000W	E	32	S	07W	1985		CHARLOTTE	3	NE	 1800	ZDC	ZCW	WASHINGTON				N	RDU	RALEIGH		1-800-WX-BRIEF				ILM	Y	07/01/1937	O	I B S 05/1973	NGPRY3	NOT ANALYZED	N	Y	Y	Y	F	F	06282012		100LLA	MAJOR	MAJOR	HIGH/LOW	HIGH/LOW	SEE RMK	SS-SR	Y	122.950	119.900		CG	N		87	21	6	4				3641		13736	4292	19274	4484	05/31/2012	3RD PARTY SURVEY	2010-05-27 00:00:00.0	3RD PARTY SURVEY	2010-05-27 00:00:00.0		HGR,TIE	AFRT,CARGO,CHTR,INSTR,RNTL,SALES	Y-L
17220.*A	AIRPORT	'INT	08/22/2013	ASO	ATL	NC	NORTH CAROLINA	FORSYTH	NC	WINSTON SALEM	SMITH REYNOLDS	PU	PU	FORSYTH COUNTY	PO BOX 4457	WINSTON SALEM, NC 27115	    336-767-6361	MARK DAVIDSON	PO BOX 4457	WINSTON SALEM, NC 27115	    336-767-6361	36-08-01.3697N	130081.3697N	080-13-19.1558W	288799.1558W	E	969	S	07W	2000		CINCINNATI	3	NE	  702	ZTL	ZCT	ATLANTA				N	RDU	RALEIGH		1-800-WX-BRIEF				INT	Y	01/01/1938	O	IV A U 05/1973	NGPY3	NOT ANALYZED	N	Y	N	Y	F	F	05022013		100LLA	MAJOR	MAJOR	HIGH/LOW	HIGH/LOW	SEE RMK	SS-SR	Y	122.950	123.750	Y	CG	N		63	11	17	0				159		2495	10252	24851	1005	03/31/2013	3RD PARTY SURVEY	2013-06-11 00:00:00.0	3RD PARTY SURVEY	2009-10-29 00:00:00.0		HGR,TIE	AFRT,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES	Y-L
17265.*A	AIRPORT	'BIS	08/22/2013	AGL	BIS	ND	NORTH DAKOTA	BURLEIGH	ND	BISMARCK	BISMARCK MUNI	PU	PU	CITY OF BISMARCK	BOX 991	BISMARCK, ND 58502	    701-355-1808	GREGORY B HAUG	BOX 991	BISMARCK, ND 58502-0991	    701-355-1808	46-46-21.8000N	168381.8000N	100-44-44.7000W	362684.7000W	E	1661	S	07E	2010		TWIN CITIES	3	SE	 2425	ZMP	ZCP	MINNEAPOLIS				N	GFK	GRAND FORKS		1-800-WX-BRIEF				BIS	Y	12/01/1937	O	I B S 05/1973	NGPSY3	NO OBJECTION	N	N	Y	Y	F	F	08302012	01251990	100LLA	MAJOR	MAJOR	NONE	HIGH/LOW	SEE RMK	SS-SR	Y	122.950	118.300	N	CG	N		46	22	7			14		1538		10034	12958	19517	4888	12/31/2011	NGS	2008-09-14 00:00:00.0	3RD PARTY SURVEY	2008-09-14 00:00:00.0		HGR,TIE	AFRT,AMB,AVNCS,CHTR,INSTR,RNTL,SALES	Y-L
17302.*A	AIRPORT	'DVL	08/22/2013	AGL	BIS	ND	NORTH DAKOTA	RAMSEY	ND	DEVILS LAKE	DEVILS LAKE RGNL	PU	PU	DEVILS LAKE AIRPORT AUTHORITY	106 NATIONAL GUARD ST NW	DEVILS LAKE, ND 58301-8993	    701-662-5833	JOHN NORD	106 NATIONAL GUARD ST NW	DEVILS LAKE, ND 58301-8993	    701-662-5833	48-06-52.5000N	173212.5000N	098-54-30.0000W	356070.0000W	E	1456	S	07E	2000		TWIN CITIES	2	W	  647	ZMP	ZCP	MINNEAPOLIS				N	GFK	GRAND FORKS		1-800-WX-BRIEF				DVL	Y		O	I A S 01/2004	NGY3	NO OBJECTION	N	N	N	Y	S	F	07182012		100LLA	MAJOR	MAJOR	NONE	NONE	SEE RMK	SS-SR	N	122.800	122.800	Y	CG	N		27	5	0	0						2437	15300	4755	850	12/31/2011	3RD PARTY SURVEY	2009-07-01 00:00:00.0	3RD PARTY SURVEY	2009-07-01 00:00:00.0		HGR,TIE	AFRT,AGRI,AMB,CHTR,INSTR,RNTL,SALES,SURV	Y-L
17304.*A	AIRPORT	'DIK	08/22/2013	AGL	BIS	ND	NORTH DAKOTA	STARK	ND	DICKINSON	DICKINSON - THEODORE ROOSEVELT RGNL	PU	PU	DICKINSON ARPT AUTHORITY	11120 42ND ST SW	DICKINSON, ND 58601-9282	    701-483-1062	MATTHEW REMYNSE	11120 42ND ST SW	DICKINSON, ND 58601-9282	    701-483-1062	46-47-50.4000N	168470.4000N	102-48-06.7000W	370086.7000W	E	2592	S	10E	2000		BILLINGS	5	S	  626	ZMP	ZCP	MINNEAPOLIS					GFK	GRAND FORKS		1-800-WX-BRIEF				DIK	Y	10/01/1938	O	I A S 07/2006	NGY3	NO OBJECTION	N	N	N	Y	S	F	10202011		100LLA	MAJOR	MAJOR	NONE	NONE	SEE RMK	SS-SR	N	123.000	123.000	Y	CG	N		18	2	0	0				2248		328	3571	4309	24	09/30/2011	3RD PARTY SURVEY	2008-09-06 00:00:00.0	3RD PARTY SURVEY	2008-09-06 00:00:00.0		HGR,TIE	AGRI,AMB,CHTR,INSTR,RNTL,SALES,SURV	Y-L
17328.*A	AIRPORT	'FAR	08/22/2013	AGL	BIS	ND	NORTH DAKOTA	CASS	ND	FARGO	HECTOR INTL	PU	PU	CITY OF FARGO MUNI ARPT AUTH	PO BOX 2845	FARGO, ND 58108	    701-241-1501	SHAWN DOBBERSTEIN	PO BOX 2845	FARGO, ND 58108	    701-241-1501	46-55-14.3400N	168914.3400N	096-48-56.7500W	348536.7500W	E	901	S	04E	2005		TWIN CITIES	3	NW	 2500	ZMP	ZCP	MINNEAPOLIS				N	GFK	GRAND FORKS		1-800-WX-BRIEF				FAR	Y	08/01/1937	O	I C S 05/1973	NGPY3	NO OBJECTION	Y	N	Y	Y	F	F	12142012		100LLA	MAJOR	MAJOR	HIGH/LOW	HIGH/LOW			Y	122.950		N	CG	N		101	44	18	5		12		4443		13839	25700	29101	5103	12/31/2012	3RD PARTY SURVEY	2011-10-14 00:00:00.0	3RD PARTY SURVEY	2010-07-17 00:00:00.0		HGR,TIE	AMB,AVNCS,CHTR,INSTR,RNTL,SALES,SURV	Y-L
17349.1*A	AIRPORT	'GFK	08/22/2013	AGL	BIS	ND	NORTH DAKOTA	GRAND FORKS	ND	GRAND FORKS	GRAND FORKS INTL	PU	PU	GRAND FORKS REG ARPT AUTH	2301 AIRPORT DRIVE	GRAND FORKS, ND 58203	    701-795-6981	PATRICK DAME	2301 AIRPORT DR	GRAND FORKS, ND 58203	    701-795-6981	47-56-50.2000N	172610.2000N	097-10-25.6000W	349825.6000W	E	844	S	06E	1985		TWIN CITIES	5	NW	 1618	ZMP	ZCP	MINNEAPOLIS				N	GFK	GRAND FORKS		1-800-WX-BRIEF				GFK	Y	12/01/1963	O	I B S 05/1973	NGY	NO OBJECTION	Y	Y	N	Y	F	F	07172012		100LLA	MAJOR	MAJOR	HIGH		SEE RMK	SS-SR	Y	122.950	118.400	N	CG	N		112	25	5	16				2172		97599	234640	18284	623	06/30/2012	3RD PARTY SURVEY	2011-03-04 00:00:00.0	3RD PARTY SURVEY	2011-03-04 00:00:00.0		TIE	CARGO,CHTR,INSTR,RNTL,SALES,SURV	Y-L
17367.*A	AIRPORT	'JMS	08/22/2013	AGL	BIS	ND	NORTH DAKOTA	STUTSMAN	ND	JAMESTOWN	JAMESTOWN RGNL	PU	PU	JAMESTOWN RGNL ARPT AUTHORITY	PO BOX 1560	JAMESTOWN, ND 58402	    701-252-6466	MATTHEW LEITNER	PO BOX 1560	JAMESTOWN, ND 58402	    701-252-6466	46-55-47.0000N	168947.0000N	098-40-41.5000W	355241.5000W	E	1500	S	08E	1990		TWIN CITIES	2	NE	 1500	ZMP	ZCP	MINNEAPOLIS				N	GFK	GRAND FORKS		1-800-WX-BRIEF				JMS	Y	03/01/1938	O	I A S 05/1973	NGY3	NO OBJECTION	N	N	N	Y	F	F	12122012		100LLA	MAJOR	MAJOR	HIGH		SEE RMK	SS-SR	N	123.000	123.000	Y	CG	N		49	1	0	1				1456		4136	28600	3000	60	12/31/2011	NGS	2006-08-04 00:00:00.0	NGS	2006-08-04 00:00:00.0		HGR,TIE	AGRI,AMB,CHTR,INSTR,RNTL,SALES,SURV	Y-L
